Unnamed: 0,Park Name,Location,Date Established,Area,Visitors (2019),Park Code,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Park Accepted,Sens?,Record Status,Occurrence,Nativeness,Abundance,NPS Tags,Observations,T&E,State Status,GRank,SRank
2,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Carnivora,Canidae,93340,180599.0,Active,Canis latrans,"Coyote, Eastern Coyote",Accepted,No,Approved,Present,Non-native,Common,,1.0,SC,,G5,ME: S5
3,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Carnivora,Canidae,93337,180596.0,Active,Canis lupus,"Eastern Timber Wolf, Gray Wolf, Timber Wolf",Accepted,No,Approved,Unconfirmed,Native,,,,E,,G5,ME: SH
6,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Carnivora,Felidae,93322,180582.0,Active,Lynx rufus,"Bay Lynx, Bobcat, Red Lynx, Wild Cat",Accepted,No,Approved,Present,Non-native,,Vagrant,,RT,,G5,ME: S5
20,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88730,180008.0,Active,Eptesicus fuscus,"Big Brown Bat, Common Brown Bat",Accepted,No,Approved,Present,Native,Uncommon,,,"SC,SU",,G5,ME: S4
21,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88737,180014.0,Active,Lasionycteris noctivagans,Silver-haired Bat,Accepted,No,Approved,Present,Native,Unknown,,,SC,ME: SC,G3G4,ME: SU
23,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88740,180017.0,Active,Lasiurus cinereus,Hoary Bat,Accepted,No,Approved,Present,Native,Unknown,,,SU,ME: SC,G3G4,ME: SU
24,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88707,179989.0,Active,Myotis keenii,"Keen's Myotis, Northern Long-eared Bat, Northern Myotis, Say's Bat",Accepted,No,Approved,Present,Native,Common,,,SC,,G3,
26,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88706,179988.0,Active,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Accepted,No,Approved,Present,Native,Common,,1.0,UR,ME: E,G3,ME: S5
55,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,79517,175309.0,Active,Accipiter cooperii,Cooper's Hawk,Accepted,No,Approved,Present,Native,Uncommon,,1.0,SC,,G5,"ME: S3S4B,S3?N"
56,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,79508,175300.0,Active,Accipiter gentilis,"Eastern Goshawk, Goshawk, Northern Goshawk",Accepted,No,Approved,Present,Native,Uncommon,Breeder,2.0,RT,,G5,"ME: S3?B,S3?N"
57,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,79512,175304.0,Active,Accipiter striatus,"Northern Sharp-shinned Hawk, Sharp-shinned Hawk",Accepted,No,Approved,Present,Native,Common,Breeder,3.0,SC,,G5,"ME: S3S4B,S2S3N"
58,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,80429,175407.0,Active,Aquila chrysaetos,"American Golden Eagle, Golden Eagle",Accepted,No,Approved,Present,Native,Occasional,Vagrant,2.0,SC,ME: E,G5,"ME: S1B,S1N"
60,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,80391,175373.0,Active,Buteo lagopus,"American Rough-legged Hawk, Rough-legged Hawk",Accepted,No,Approved,Present,Native,Uncommon,Resident,3.0,SC,,G5,ME: S2S3N
61,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,79572,175359.0,Active,Buteo lineatus,"Northern Red-shouldered Hawk, Red-shouldered Hawk",Accepted,No,Approved,Present,Native,Occasional,Migratory,1.0,SC,,G5,"ME: S3N,S4B"
63,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,79581,175367.0,Active,Buteo swainsoni,Swainson's Hawk,Accepted,No,Approved,Unconfirmed,Unknown,,,,RT,,G5,
64,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,80455,175430.0,Active,Circus cyaneus,"American Marsh Hawk, Marsh Hawk, Northern Harrier",Accepted,No,Approved,Present,Native,Uncommon,Breeder,2.0,SC,ME: SC,,
65,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Accipitridae,80444,175420.0,Active,Haliaeetus leucocephalus,"Bald Eagle, Northern Bald Eagle",Accepted,No,Approved,Present,Native,Common,Breeder,2.0,DM,ME: SC,G5,"ME: S4B,S4N"
66,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Cathartidae,79468,175265.0,Active,Cathartes aura,"Eastern Turkey Vulture, Turkey Vulture",Accepted,No,Approved,Present,Native,Common,,1.0,SC,,G5,ME: S4B
67,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Accipitriformes,Pandionidae,81838,175590.0,Active,Pandion haliaetus,"American Osprey, Fish Hawk, Osprey",Accepted,No,Approved,Present,Native,Common,,2.0,SC,,G5,ME: S5B
68,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,77836,175122.0,Active,Aix sponsa,Wood Duck,Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SU,,G5,ME: S5B
72,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,77790,175081.0,Active,Anas crecca,Green-winged Teal,Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SU,,G5,ME: S5B
75,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,77770,175063.0,Active,Anas platyrhynchos,"Common Mallard, Mallard",Accepted,No,Approved,Present,Unknown,Common,Breeder,,SU,,G5,"ME: S5B,S5N"
79,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78519,175134.0,Active,Aythya affinis,"Lesser Scaup, Lesser Scaup Duck",Accepted,No,Approved,Unconfirmed,Unknown,,Migratory,,SC,,G5,ME: S1S3N
85,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,76625,174999.0,Active,Branta canadensis,"Canada Goose, Eastern Canada Goose",Accepted,No,Approved,Present,Unknown,Common,,2.0,SU,,G5,"ME: S4N,S5B"
91,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78533,175147.0,Active,Clangula hyemalis,"Long-tailed Duck, Old Squaw, Oldsquaw",Accepted,No,Approved,Unconfirmed,Native,,Resident,,RT,,G5,ME: S5N
93,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78535,175149.0,Active,Histrionicus histrionicus,"Eastern Harlequin Duck, Harlequin Duck",Accepted,No,Approved,Present,Native,Common,Resident,,RT,ME: T,G4,ME: S2S3N
95,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78551,175163.0,Active,Melanitta fusca,"Eastern White-winged Scoter, White-winged Coot, White-winged Scoter",Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,,,
96,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78560,175171.0,Active,Melanitta nigra,"American Common Scoter, American Scoter, Black Scoter, Butter-bill, Common Scoter",Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,,,
97,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78559,175170.0,Active,Melanitta perspicillata,Surf Scoter,Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,,G5,ME: S3S4N
99,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78577,175187.0,Active,Mergus serrator,Red-breasted Merganser,Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SC,,G5,"ME: S3B,S5N"
101,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Anseriformes,Anatidae,78542,175155.0,Active,Somateria mollissima,"American Eider, Common Eider, Eider Duck, Northern Eider",Accepted,No,Approved,Present,Native,Abundant,Resident,2.0,SC,,G5,"ME: S5B,S5N"
103,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Apodiformes,Apodidae,83046,178001.0,Active,Chaetura pelagica,Chimney Swift,Accepted,No,Approved,Present,Native,Common,,1.0,SC,ME: SC,G4G5,ME: S5B
105,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Apodiformes,Trochilidae,83893,178040.0,Active,Selasphorus rufus,Rufous Hummingbird,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
106,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Caprimulgiformes,Caprimulgidae,82999,177960.0,Active,Caprimulgus carolinensis,Chuck-will's-widow,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,,
107,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Caprimulgiformes,Caprimulgidae,83000,177961.0,Active,Caprimulgus vociferus,"Eastern Whip-poor-will, Whip-poor-will",Accepted,No,Approved,Present,Native,Common,Breeder,,RT,ME: SC,,
108,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Caprimulgiformes,Caprimulgidae,83019,177979.0,Active,Chordeiles minor,"Common Nighthawk, Eastern Nighthawk",Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SC,,G5,ME: S4B
109,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81897,176971.0,Active,Alca torda,"Northern Razor-billed Auk, Razorbill",Accepted,No,Approved,Unconfirmed,Unknown,,,,SC,ME: T,G5,ME: S2B
110,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81909,176982.0,Active,Alle alle,"Common Dovekie, Dovekie",Accepted,No,Approved,Unconfirmed,Unknown,,,,RT,,G5,ME: S1N
111,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81912,176985.0,Active,Cepphus grylle,"Black Guillemot, Sea Pigeon, Southern Black Guillemot",Accepted,No,Approved,Present,Native,Common,Breeder,2.0,SC,,G5,"ME: S4N,S5B"
112,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81958,177025.0,Active,Fratercula arctica,Atlantic Puffin,Accepted,No,Approved,Unconfirmed,Unknown,,Resident,,SC,ME: T,G5,ME: S2B
115,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81904,176978.0,Active,Uria lomvia,"Brunnich's Murre, Brunnich's Thick-billed Murre, Thick-billed Murre",Accepted,No,Approved,Unconfirmed,Native,,Resident,1.0,SC,,G5,ME: S1N
119,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Charadriidae,77694,176564.0,Active,Pluvialis dominica,"American Golden Plover, American Golden-Plover, Eastern American Golden Plover",Accepted,No,Approved,Unconfirmed,Native,,Migratory,1.0,SC,,G5,ME: S2N
121,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Haematopodidae,77592,176472.0,Active,Haematopus palliatus,"American Oystercatcher, Eastern American Oystercatcher",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,1.0,SC,ME: SC,G5,ME: S1B
122,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81883,176959.0,Active,Chlidonias niger,"American Black Tern, Black Tern",Accepted,No,Approved,Unconfirmed,Native,,Migratory,,SC,ME: E,G4G5,ME: S2B
123,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81064,176824.0,Active,Larus argentatus,"American Herring Gull, Herring Gull",Accepted,No,Approved,Present,Native,Abundant,Resident,1.0,SC,,G5,"ME: S5B,S5N"
124,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81078,176837.0,Active,Larus atricilla,Laughing Gull,Accepted,No,Approved,Present,Native,Common,Resident,2.0,SC,ME: SC,,
125,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81071,176830.0,Active,Larus delawarensis,Ring-billed Gull,Accepted,No,Approved,Present,Native,Common,Resident,,SC,,G5,"ME: S2B,S5N"
129,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,80384,176815.0,Active,Larus marinus,Great Black-backed Gull,Accepted,No,Approved,Present,Native,Abundant,Resident,1.0,SC,,G5,"ME: S5B,S5N"
134,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81094,176851.0,Active,Pagophila eburnea,Ivory Gull,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G4,
135,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81120,176875.0,Active,Rissa tridactyla,"Atlantic Kittiwake, Black-legged Kittiwake",Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,,G5,ME: S4S5N
136,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,266845,554447.0,Active,Rynchops niger,"Black Skimmer, Northern Black Skimmer",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
139,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81138,176891.0,Active,Sterna dougallii,"Northern Roseate Tern, Roseate Tern",Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,ME: E,G4,ME: S2B
141,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81134,176888.0,Active,Sterna hirundo,"Common Tern, Northern Common Tern",Accepted,No,Approved,Present,Native,Common,Resident,,SC,ME: SC,G5,ME: S4B
143,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Laridae,81137,176890.0,Active,Sterna paradisaea,Arctic Tern,Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,ME: T,G5,ME: S2B
148,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79220,176610.0,Active,Bartramia longicauda,"Bartramian Sandpiper, Upland Plover, Upland Sandpiper",Accepted,No,Approved,Present,Native,Rare,Migratory,1.0,SC,ME: T,G5,ME: S3B
155,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79259,176646.0,Active,Calidris maritima,Purple Sandpiper,Accepted,No,Approved,Present,Native,Common,Resident,2.0,SC,,G5,ME: S4S5N
157,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79267,176653.0,Active,Calidris melanotos,Pectoral Sandpiper,Accepted,No,Approved,Present,Native,Rare,Migratory,2.0,SU,,G5,ME: S2S3N
159,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79282,176667.0,Active,Calidris pusilla,Semipalmated Sandpiper,Accepted,No,Approved,Present,Native,Abundant,Migratory,2.0,SC,ME: SC,G5,ME: S4S5N
162,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79291,176675.0,Active,Limnodromus griseus,"Eastern Dowitcher, Short-billed Dowitcher",Accepted,No,Approved,Present,Native,Abundant,Migratory,1.0,SC,,G5,ME: S4N
165,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79200,176593.0,Active,Numenius americanus,"Long-billed Curlew, Southern Long-billed Curlew",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,RT,,G5,
166,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79214,176605.0,Active,Numenius borealis,Eskimo Curlew,Accepted,No,Approved,Unconfirmed,Native,,Migratory,1.0,E,,GH,ME: SXN
167,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79206,176599.0,Active,Numenius phaeopus,"Hudsonian Curlew, Hudsonian Whimbrel, Whimbrel",Accepted,No,Approved,Present,Native,Rare,Migratory,2.0,SC,ME: SC,G5,ME: S2N
169,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,80295,176735.0,Active,Phalaropus lobatus,"Northern Phalarope, Red-necked Phalarope",Accepted,No,Approved,Unconfirmed,Native,,Migratory,,SC,ME: SC,G4G5,ME: S3S4N
172,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79231,176620.0,Active,Tringa flavipes,"Lesser Yellowlegs, Lesser Yellow-legs",Accepted,No,Approved,Present,Native,Uncommon,Migratory,2.0,SC,ME: SC,G5,ME: S4N
174,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79225,176615.0,Active,Tringa solitaria,"Eastern Solitary Sandpiper, Solitary Sandpiper",Accepted,No,Approved,Present,Native,Common,Migratory,1.0,SC,,G5,ME: S3S4N
177,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Charadriiformes,Stercorariidae,80359,176793.0,Active,Stercorarius parasiticus,Parasitic Jaeger,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,ME: S2S3N
184,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Cuculiformes,Cuculidae,89105,177834.0,Active,Coccyzus erythropthalmus,Black-billed Cuckoo,Accepted,No,Approved,Present,Native,Rare,Breeder,1.0,SC,,G5,ME: S4S5B
185,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Falconiformes,Falconidae,82533,175613.0,Active,Falco columbarius,"Eastern Pigeon Hawk, Merlin, Pigeon Hawk",Accepted,No,Approved,Present,Native,Common,,3.0,SC,,G5,ME: S3B
186,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Falconiformes,Falconidae,81854,175604.0,Active,Falco peregrinus,"American Peregrine Falcon, Duck Hawk, Peregrine Falcon",Accepted,No,Approved,Present,Non-native,Uncommon,Breeder,1.0,SC,ME: E,G4,"ME: S1S2N,S2B"
189,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Galliformes,Odontophoridae,84281,175863.0,Active,Colinus virginianus,"Bob-white, Northern Bobwhite",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,UR,,G4G5,
190,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Galliformes,Phasianidae,83131,175790.0,Active,Bonasa umbellus,"Canada Ruffed Grouse, Partridge, Ruffed Grouse, Timber Grouse",Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SC,,G5,ME: S5
196,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Gaviiformes,Gaviidae,81671,174469.0,Active,Gavia immer,"Common Loon, Greater Common Loon",Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SC,,G5,"ME: S4S5B,S4S5N"
198,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Gaviiformes,Gaviidae,81677,174474.0,Active,Gavia stellata,Red-throated Loon,Accepted,No,Approved,Unconfirmed,Native,,Resident,,SC,,G5,ME: S2S3N
204,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Gruiformes,Rallidae,86530,176207.0,Active,Rallus elegans,"King Rail, Northern King Rail",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G4,ME: S1?N
205,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Gruiformes,Rallidae,87212,176221.0,Active,Rallus limicola,"Northern Virginia Rail, Virginia Rail",Accepted,No,Approved,Present,Native,Rare,Breeder,,SU,,G5,ME: S4B
213,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Cardinalidae,94251,179145.0,Active,Guiraca caerulea,"Blue Grosbeak, Eastern Blue Grosbeak",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,,
214,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Cardinalidae,94258,179151.0,Active,Passerina amoena,Lazuli Bunting,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
215,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Cardinalidae,94263,179156.0,Active,Passerina ciris,Painted Bunting,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
220,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Cardinalidae,88076,179888.0,Active,Piranga rubra,"Eastern Summer Tanager, Summer Tanager",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
221,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Cardinalidae,94273,179165.0,Active,Spiza americana,Dickcissel,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
222,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Certhiidae,90967,178803.0,Active,Certhia americana,"Brown Creeper, Eastern Brown Creeper",Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SC,,G5,ME: S5
228,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84681,179345.0,Active,Ammodramus leconteii,"Le Conte's Sparrow, LeConte's Sparrow",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,,
229,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,265064,554031.0,Active,Ammodramus nelsoni,Nelson's Sharp-tailed Sparrow,Accepted,No,Approved,Present,Native,Common,Breeder,1.0,SC,ME: SC,,
230,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,83867,179333.0,Active,Ammodramus savannarum,"Eastern Grasshopper Sparrow, Grasshopper Sparrow",Accepted,No,Approved,Unconfirmed,Non-native,,,,SC,ME: E,G5,ME: S1B
235,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,85634,179484.0,Active,Melospiza lincolnii,"Lincoln's Sparrow, Northern Lincoln's Sparrow",Accepted,No,Approved,Present,Native,Rare,Breeder,1.0,SC,,G5,"ME: S5B,S5N"
236,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,85643,179492.0,Active,Melospiza melodia,"Eastern Song Sparrow, Song Sparrow",Accepted,No,Approved,Present,Native,Abundant,Breeder,1.0,SC,,G5,"ME: S4N,S4S5B"
239,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,83842,179310.0,Active,Pipilo chlorurus,Green-tailed Towhee,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
241,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,265870,554380.0,Active,Pipilo maculatus,Spotted Towhee,Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
245,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84781,179435.0,Active,Spizella passerina,"Chipping Sparrow, Eastern Chipping Sparrow",Accepted,No,Approved,Present,Native,Common,Breeder,,SC,,G5,"ME: S3N,S5B"
246,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84790,179443.0,Active,Spizella pusilla,"Eastern Field Sparrow, Field Sparrow",Accepted,No,Approved,Present,Native,Rare,Breeder,,SC,,G5,ME: S3S4B
250,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84802,179454.0,Active,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Accepted,No,Approved,Unconfirmed,Non-native,,Vagrant,,SC,,G5,
253,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Fringillidae,95283,179233.0,Active,Carduelis pinus,"Northern Pine Siskin, Pine Siskin",Accepted,No,Approved,Present,Native,Abundant,Breeder,,SC,,,
256,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Fringillidae,94296,179186.0,Active,Carpodacus purpureus,"Eastern Purple Finch, Purple Finch",Accepted,No,Approved,Present,Native,Abundant,Breeder,2.0,SC,,,
258,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Fringillidae,95311,179259.0,Active,Loxia curvirostra,Red Crossbill,Accepted,No,Approved,Present,Native,Abundant,Breeder,1.0,SC,,G5,"ME: S3S4B,S3S4N"
261,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Hirundinidae,87409,178448.0,Active,Hirundo rustica,Barn Swallow,Accepted,No,Approved,Present,Native,Common,Breeder,2.0,SC,ME: SC,G5,ME: S4B
263,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Hirundinidae,87427,178464.0,Active,Progne subis,"Northern Purple Martin, Purple Martin",Accepted,No,Approved,Present,Native,Unknown,,1.0,SC,ME: SC,G5,ME: S3B
264,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Hirundinidae,87396,178436.0,Active,Riparia riparia,"Bank Swallow, Common Bank Swallow",Accepted,No,Approved,Unconfirmed,Native,,,1.0,SC,,G5,ME: S5B
265,Acadia National Park,Maine,"February 26, 1919",49076.63,3437286,ACAD,Bird,2,Passeriformes,Hirundinidae,87404,178443.0,Active,Stelgidopteryx serripennis,"Northern Rough-winged Swallow, Rough-winged Swallow",Accepted,No,Approved,Present,Native,Unknown,,,SU,ME: SC,G5,ME: S3S4B
