Unnamed: 0,Park Name,Location,Date Established,Area,Visitors (2019),Park Code,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Park Accepted,Sens?,Record Status,Occurrence,Nativeness,Abundance,NPS Tags,Observations,T&E,State Status,GRank,SRank
7,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Mammal,1,Carnivora,Mephitidae,93300,180562.0,Active,Mephitis mephitis,"Eastern Skunk, Polecat, Striped Skunk",Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: S5
25,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88718,179999.0,Active,Myotis leibii,"Eastern Small-footed Myotis, Small-footed Myotis",Accepted,No,Approved,Not In Park,Native,,,1.0,"RT,SC",ME: T,G4,ME: S1S2
27,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Mammal,1,Chiroptera,Vespertilionidae,88749,180025.0,Active,Pipistrellus subflavus,"Eastern Pipistrelle, Northern Georgian Bat",Accepted,No,Approved,Not In Park,Non-native,,,,SU,ME: SC,,
31,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Mammal,1,Rodentia,Cricetidae,90766,180297.0,Active,Microtus pennsylvanicus,"Field Mouse, Meadow Mouse, Meadow Vole",Accepted,No,Approved,Not In Park,Native,,Breeder,2.0,,,G5,ME: S5
32,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Mammal,1,Rodentia,Cricetidae,91709,180318.0,Active,Ondatra zibethicus,"Common Muskrat, Muskrat, Musquash, Water Rat",Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: S5
39,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Mammal,1,Rodentia,Muridae,91762,180366.0,Active,Mus musculus,House Mouse,Accepted,No,Approved,Not In Park,Non-native,,,,,,G5,ME: SNA
113,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81971,177037.0,Active,Pinguinus impennis,Great Auk,Accepted,No,Approved,Not In Park,Native,,,,,,GX,ME: SXN
114,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Alcidae,81900,176974.0,Active,Uria aalge,"Atlantic Murre, Common Murre",Accepted,No,Approved,Not In Park,Native,,Resident,1.0,SC,ME: SC,G5,"ME: SXB,S1N"
137,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Laridae,81174,176923.0,Active,Sterna antillarum,"Eastern Least Tern, Least Tern",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,,ME: E,,
151,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79269,176655.0,Active,Calidris bairdii,Baird's Sandpiper,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,2.0,,,G5,ME: SNA
154,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,266972,554145.0,Active,Calidris himantopus,Stilt Sandpiper,Accepted,No,Approved,Not In Park,Non-native,,Management Priority; Vagrant,1.0,,,G5,ME: SNA
164,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,79308,176690.0,Active,Limosa haemastica,Hudsonian Godwit,Accepted,No,Approved,Not In Park,Native,,Migratory,,SC,,G4,ME: S2N
168,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Scolopacidae,265861,554376.0,Active,Phalaropus fulicaria,Red Phalarope,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,,,,
178,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Charadriiformes,Stercorariidae,80358,176792.0,Active,Stercorarius pomarinus,Pomarine Jaeger,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,SC,,G5,ME: S2S3N
193,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Galliformes,Phasianidae,84339,175915.0,Active,Perdix perdix,"Common Partridge, European Gray Partridge, European Partridge, Gray Partridge",Accepted,No,Approved,Not In Park,Non-native,,,,,,G5,
195,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Galliformes,Phasianidae,83181,175835.0,Active,Tympanuchus cupido cupido,Heath Hen,Accepted,No,In Review,Not In Park,,,,,,,G4TX,
206,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Gruiformes,Rallidae,86532,176209.0,Active,Rallus longirostris,"Clapper Rail, Northern Clapper Rail",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,SC,,,
218,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Cardinalidae,88070,179882.0,Active,Piranga ludoviciana,Western Tanager,Accepted,No,Approved,Not In Park,Non-native,,,,,,G5,
227,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84680,179344.0,Active,Ammodramus caudacutus,"Intermediate Sharp-tailed Sparrow, Saltmarsh Sharp-tailed Sparrow",Accepted,No,Approved,Not In Park,Unknown,,,,,ME: SC,,
231,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,83844,179312.0,Active,Calamospiza melanocorys,Lark Bunting,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,SC,,G5,
232,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84710,179371.0,Active,Chondestes grammacus,"Eastern Lark Sparrow, Lark Sparrow",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,SC,,G5,
238,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,85612,179464.0,Active,Passerella iliaca,"Eastern Fox Sparrow, Fox Sparrow",Accepted,No,Approved,Not In Park,Native,,Migratory,,SC,ME: SC,G5,"ME: S2B,S2?N"
244,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,84785,179439.0,Active,Spizella pallida,Clay-colored Sparrow,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,,,G5,
248,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,85609,179461.0,Active,Zonotrichia atricapilla,Golden-crowned Sparrow,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,,,G5,
249,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Emberizidae,85602,179455.0,Active,Zonotrichia leucophrys,"Eastern White-crowned Sparrow, White-crowned Sparrow",Accepted,No,Approved,Not In Park,Native,,Migratory,1.0,,,G5,ME: SNA
251,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Fringillidae,95280,179230.0,Active,Carduelis flammea,"Common Redpoll, Greater Redpoll, Mealy Redpoll",Accepted,No,Approved,Not In Park,Native,,Resident,1.0,,,,
257,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Fringillidae,94282,179173.0,Active,Coccothraustes vespertinus,"Eastern Evening Grosbeak, Evening Grosbeak",Accepted,No,Approved,Not In Park,Native,,,,SC,ME: SC,G5,"ME: S5B,S5N"
260,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Fringillidae,94318,179205.0,Active,Pinicola enucleator,"Canadian Pine Grosbeak, Newfoundland Pine Grosbeak, Pine Grosbeak",Accepted,No,Approved,Not In Park,Native,,Resident,1.0,,,G5,"ME: S3?B,S4S5N"
279,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Laniidae,88277,178515.0,Active,Lanius ludovicianus,"Loggerhead Shrike, Migrant Loggerhead Shrike, Migrant Shrike",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,SC,ME: SC,G4,"ME: SHB,S1?N"
281,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Mimidae,88394,178620.0,Active,Mimus polyglottos,"Eastern Mockingbird, Mockingbird, Northern Mockingbird",Accepted,No,Approved,Not In Park,Non-native,,,,,,G5,"ME: S5B,S5N"
284,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Muscicapidae,87198,179814.0,Active,Oenanthe oenanthe,"Greenland Wheatear, Northern Wheatear",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,2.0,,,G5,
290,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Parulidae,92663,178903.0,Active,Dendroica cerulea,Cerulean Warbler,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,RT,,,
299,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Parulidae,92675,178914.0,Active,Dendroica pinus,"Northern Pine Warbler, Pine Warbler",Accepted,No,Approved,Not In Park,Native,,,1.0,,,,
306,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Parulidae,92730,178964.0,Active,Icteria virens,Yellow-breasted Chat,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,SC,,G5,
334,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Troglodytidae,88329,178562.0,Active,Thryomanes bewickii,"Bewick's Wren, Eastern Bewick's Wren",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,,,G5,
336,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Passeriformes,Troglodytidae,88306,178541.0,Active,Troglodytes aedon,"Eastern House Wren, House Wren",Accepted,No,Approved,Not In Park,Native,,,1.0,,,G5,ME: S4S5B
381,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Pelecaniformes,Pelecanidae,83383,174685.0,Active,Pelecanus occidentalis,Brown Pelican,Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,DM,,G4,
406,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Strigiformes,Strigidae,82971,177935.0,Active,Asio flammeus,"Northern Short-eared Owl, Short-eared Owl",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,1.0,SC,ME: T,G5,"ME: S1B,S1N"
414,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Bird,2,Strigiformes,Tytonidae,80736,177851.0,Active,Tyto alba,"Barn Owl, North American Barn Owl",Accepted,No,Approved,Not In Park,Non-native,,Vagrant,,SC,ME: SC,G5,
429,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Reptile,3,Testudines,Kinosternidae,76862,173758.0,Active,Sternotherus odoratus,"Common Musk Turtle, Mud Turtle, Musk Turtle, Stinkpot",Accepted,No,Approved,Not In Park,Unknown,,,,,,G5,ME: S3
431,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Amphibian,4,Anura,Hylidae,74972,173503.0,Active,Hyla versicolor,"Gray Treefrog, Rain Toad, Tree Toad",Accepted,No,Approved,Not In Park,Unknown,,,1.0,,,,
436,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Amphibian,4,Anura,Ranidae,83280,173443.0,Active,Rana pipiens,"Common Frog, Leopard Frog, Meadow Frog, Northern Leopard Frog",Accepted,No,Approved,Not In Park,Unknown,,,1.0,,ME: SC,,
443,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Amphibian,4,Caudata,Plethodontidae,75937,173649.0,Active,Plethodon cinereus,"Eastern Red-backed Salamander, Northern Redback Salamander, Red-backed Salamander",Accepted,No,Approved,Not In Park,Native,,Breeder,2.0,,,G5,ME: S5
454,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Fish,5,Cypriniformes,Cyprinidae,72055,163517.0,Active,Pimephales promelas,Fathead Minnow,Accepted,No,Approved,Not In Park,Unknown,,,,,,G5,ME: SU
475,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Fish,5,Salmoniformes,Salmonidae,71731,161941.0,Active,Coregonus clupeaformis,"Great Lakes Whitefish, Lake Whitefish",Accepted,No,Approved,Not In Park,Non-native,,,,,ME: SC,G5,ME: S4
476,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Fish,5,Salmoniformes,Salmonidae,71783,161989.0,Active,Oncorhynchus mykiss,"Kamloops Trout, Rainbow Trout, Steelhead Trout, Steel-head Trout",Accepted,No,Approved,Not In Park,Non-native,,,,,,G5,ME: SNA
479,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Fish,5,Salmoniformes,Salmonidae,71799,162001.0,Active,Salvelinus alpinus,"Arctic Char, Golden Trout, Silver Trout, Sunapee Char, Sunapee Trout",Accepted,No,Approved,Not In Park,Non-native,,,,,ME: SC,G5,ME: S2
483,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,,,734502,-9729940.0,Active,Dryopteris cristata x intermedia,Boott's Wood Fern,Accepted,No,In Review,Not In Park,Native,,,,,,,
509,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Alismatales,Juncaginaceae,141548,38989.0,Active,Triglochin palustre,Northern Arrowgrass,Accepted,No,Approved,Not In Park,Native,,,,,,,
521,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Alismatales,Potamogetonaceae,141622,39055.0,Active,Potamogeton zosteriformis,Flatstem Pondweed,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
533,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Apiales,Apiaceae,133402,29467.0,Active,Conioselinum chinense,Hemlock Parsley,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNA
536,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Apiales,Apiaceae,160212,502953.0,Active,Heracleum maximum,Cow Parsnip,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
541,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Apiales,Apiaceae,126431,29856.0,Active,Sanicula marilandica,"Black Snakeroot, Sanicle",Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
569,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,147955,43523.0,Active,Corallorrhiza maculata,Spotted Coralroot,Accepted,No,Approved,Not In Park,Native,,,,,,,
572,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,156203,501943.0,Active,Cypripedium parviflorum,Small Yellow Lady's Slipper,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
573,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,156207,501945.0,Active,Cypripedium pubescens,Large Yellow Lady's Slipper,Accepted,No,Approved,Not In Park,Native,,,,,,,
574,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,147971,43538.0,Active,Cypripedium reginae,Showy Lady's Slipper,Accepted,No,Approved,Not In Park,Native,,,,,ME: SC,G4G5,ME: S3
579,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,149598,43623.0,Active,Liparis loeselii,Loesel's Twayblade,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
590,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,146996,43411.0,Active,Platanthera obtusata,Blunt-leaved Orchis,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
591,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,111119,196415.0,Active,Platanthera orbiculata var. macrophylla,Large Round-leaved Orchis,Accepted,No,Approved,Not In Park,Native,,,,,,G5T4,ME: SNR
596,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asparagales,Orchidaceae,217722,530529.0,Active,Spiranthes lacera var. gracilis,Slender Ladies Tresses,Accepted,No,Approved,Not In Park,Native,,,,,ME: PE,G5T4T5,ME: SH
601,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,207757,526856.0,Active,Achillea millefolium var. occidentalis,"Yarrow, Milfoil",Accepted,No,Approved,Not In Park,Non-native,,,,,,G5T5,ME: SNR
615,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,139498,36333.0,Active,Anthemis tinctoria,Yellow Chamomile,Accepted,No,Approved,Not In Park,Non-native,,,,,,GNR,ME: SNA
630,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,136829,36968.0,Active,Centaurea nigra,Black knapweed,Accepted,No,Approved,Not In Park,Non-native,,,,,,GNR,ME: SNA
656,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,161192,503023.0,Active,Hieracium kalmii,Canada Hawkweed,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
685,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,159768,504595.0,Active,Prenanthes nana,Dwarf Rattlesnake-root,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: S1
708,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,139477,36314.0,Active,Solidago squarrosa,Stout Goldenrod,Accepted,No,Approved,Not In Park,Native,,,,,,G4G5,
713,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,197671,522191.0,Active,Symphyotrichum ciliolatum,Lindley's aster,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
722,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,198432,522234.0,Active,Symphyotrichum pilosum,Heath Aster,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
726,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Asterales,Asteraceae,198476,522255.0,Active,Symphyotrichum tradescantii,Shore aster,Accepted,No,Approved,Not In Park,Native,,,,,,G4Q,ME: SNR
744,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Boraginales,Boraginaceae,84181,182243.0,Active,Anchusa arvensis,Small Bugloss,Accepted,No,Approved,Not In Park,Non-native,,,,,,GNR,ME: SNA
770,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Brassicales,Brassicaceae,121375,22801.0,Active,Cardamine longii,Long's Bitter Cress,Accepted,No,Approved,Not In Park,Native,,,,RT,ME: T,G3?,ME: S2
791,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Brassicales,Resedaceae,161870,504737.0,Active,Reseda alba,"Dyer's rocket, Mignonette",Accepted,No,Approved,Not In Park,Non-native,,,,,,GNR,ME: SNA
827,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Caryophyllales,Caryophyllaceae,117118,20045.0,Active,Silene antirrhina,Sleepy Catchfly,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: S4
847,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Caryophyllales,Droseraceae,210970,527789.0,Active,Drosera rotundifolia var. comosa,Round-leaved Sundew,Accepted,No,Approved,Not In Park,Native,,,,,,G5TNR,ME: SNR
868,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Caryophyllales,Polygonaceae,119617,20894.0,Active,Polygonum fowleri,knotweed,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNA
913,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Equisetales,Equisetaceae,79683,17153.0,Active,Equisetum palustre,Marsh Horsetail,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
918,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Ericales,Clethraceae,127175,23455.0,Active,Clethra alnifolia,Sweet Pepperbush,Accepted,No,Approved,Not In Park,Native,,,,,ME: SC,G5,ME: S2
932,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Ericales,Ericaceae,119306,23677.0,Active,Kalmia latifolia,Mountain Laurel,Accepted,No,Approved,Not In Park,Native,,,,,ME: SC,G5,ME: S2
943,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Ericales,Ericaceae,119367,23731.0,Active,Rhododendron viscosum,"Clammy Azalea, Swamp Honeysuckle",Accepted,No,Approved,Not In Park,Native,,,,,ME: E,G5,ME: S1
952,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Ericales,Ericaceae,127705,23574.0,Active,Vaccinium uliginosum,Bog Blueberry,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
957,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Ericales,Primulaceae,121658,23984.0,Active,Lysimachia ciliata,Fringed Loosestrife,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
969,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Fabales,Fabaceae,123853,25800.0,Active,Desmodium glutinosum,Pointed-leaved Tick Trefoil,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
1025,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Gentianales,Rubiaceae,138741,34881.0,Active,Galium labradoricum,Bog Bedstraw,Accepted,No,Approved,Not In Park,Native,,,,,ME: SC,G5,ME: S2
1030,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Gentianales,Rubiaceae,138799,34933.0,Active,Galium triflorum,Sweet-scented Bedstraw,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
1034,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Geraniales,Geraniaceae,130097,29129.0,Active,Geranium bicknellii,Bicknell's Cranesbill,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
1042,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Isoetales,Isoetaceae,78735,17140.0,Active,Isoetes riparia,Riverbank Quillwort,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
1049,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Lamiaceae,136466,32548.0,Active,Leonurus cardiaca,Motherwort,Accepted,No,Approved,Not In Park,Non-native,,,,,,GNR,ME: SNA
1052,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Lamiaceae,134014,32255.0,Active,Lycopus virginicus,Virginia Bulgleweed,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNR
1056,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Lamiaceae,134036,32275.0,Active,Mentha X piperita,Peppermint,Accepted,No,Approved,Not In Park,Non-native,,,,,,GNA,ME: SNA
1058,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Lamiaceae,136550,32623.0,Active,Nepeta cataria,Catnip,Accepted,No,Approved,Not In Park,Non-native,,,,,,GNR,ME: SNA
1077,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Lentibulariaceae,135346,34463.0,Active,Utricularia resupinata,Small Purple Bladderwort,Accepted,No,Approved,Not In Park,Native,,,,,,G4,ME: S4
1101,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Plantaginaceae,125204,27069.0,Active,Hippuris vulgaris,Mare's Tail,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: S3
1102,Acadia National Park,Maine,"February 26, 1919","49,076.63 acres (198.6 km2)",3437286,ACAD,Vascular Plant,6,Lamiales,Plantaginaceae,161635,503474.0,Active,Linaria dalmatica,Dalmation toadflax,Accepted,No,Approved,Not In Park,Native,,,,,,G5,ME: SNA
